0#-85, 50, 0
0#85, 50, 0
0#-85, -50, 0
0#85, -50, 0

1#-200, 120, -270
1#0, 120, -270
1#200, 120, -270
1#-200, 0, -270
1#200, 0, -270
1#-200, -120, -270
1#0, -120, -270
1#200, -120, -270

2#-300, 195, -493
2#-100, 195, -493
2#100, 195, -493
2#300, 195, -493
2#-300, 65, -493
2#300, 65, -493
2#-300, -65, -493
2#300, -65, -493
2#-300, -195, -493
2#-100, -195, -493
2#100, -195, -493
2#300, -195, -493

3#-320, 200, -878
3#-160, 200, -878
3#0, 200, -878
3#160, 200, -878
3#320, 200, -878
3#-320, 100, -878
3#320, 100, -878
3#-320, 0, -878
3#320, 0, -878
3#-320, -100, -878
3#320, -100, -878
3#-320, -200, -878
3#-160, -200, -878
3#0, -200, -878
3#160, -200, -878
3#320, -200, -878

4#-400, 250, -1133
4#-240, 250, -1133
4#-80, 250, -1133
4#80, 250, -1133
4#240, 250, -1133
4#400, 250, -1133
4#-400, 150, -1133
4#400, 150, -1133
4#-400, 50, -1133
4#400, 50, -1133
4#-400, -50, -1133
4#400, -50, -1133
4#-400, -150, -1133
4#400, -150, -1133
4#-400, -250, -1133
4#-240, -250, -1133
4#-80, -250, -1133
4#80, -250, -1133
4#240, -250, -1133
4#400, -250, -1133
