0#-180, 0, -400
0#0, 0, -400
0#180, 0, -400

1#0, 140, -350
1#0, 0, -350
1#0, -140, -350

2#-150, 110, -350
2#0, 0, -350
2#150, -110, -350

3#150, 110, -350
3#0, 0, -350
3#-150, -110, -350

4#-270, 0, -250
4#-90, 0, -250
4#90, 0, -250
4#270, 0, -250

5#0, 195, -250
5#0, 65, -250
5#0, -65, -250
5#0, -195, -250

6#-190, 150, -250
6#-85, 50, -250
6#40, -50, -250
6#170, -150, -250

7#217, 150, -250
7#85, 50, -250
7#-40, -50, -250
7#-170, -150, -250

8#-300, 0, -250
8#-150, 0, -250
8#0, 0, -250
8#150, 0, -250
8#300, 0, -250

9#0, 240, -150
9#0, 120, -150
9#0, 0, -150
9#0, -120, -150
9#0, -240, -150

10#-260, 200, -150
10#-130, 100, -150
10#0, 0, -150
10#130, -100, -150
10#260, -200, -150

11#260, 200, -150
11#130, 100, -150
11#0, 0, -150
11#-130, -100, -150
11#-260, -200, -150

12#-300, 152, -150
12#300, 152, -150
12#-80, -179, -150
12#-200, -23, -150
12#200, -23, -150
12#80, -184, -150


13#300, -152, -150
13#-80, 179, -150
13#-200, 23, -150
13#200, 23, -150
13#80, 184, -150
13#-300, -152, -150

14#-276, 76, -150
14#324, 76, -150
14#474, 215, -150
14#-426, 215, -150
14#24, -254, -150
14#-126, -99, -150
14#174, -99, -150

15#-426, -215, -150
15#174, 99, -150
15#-276, -76, -150
15#474, -215, -150
15#324, -76, -150
15#-126, 99, -150
15#24, 254, -150

16#279, 75, -150
16#-101, -235, -150
16#89, -235, -150
16#-291, -235, -150
16#279, 230, -150
16#279, -235, -150
16#279, -80, -150


17#-291, 75, -150
17#-101, -235, -150
17#89, -235, -150
17#-291, -235, -150
17#279, -235, -150
17#-291, -80, -150
17#-291, 230, -150

18#180, -99, -150
18#280, 76, -150
18#-280, 76, -150
18#390, 215, -150
18#-80, -254, -150
18#-180, -99, -150
18#-390, 241, -150
18#80, -254, -150

19#-280, -76, -150
19#-80, 254, -150
19#-390, -241, -150
19#80, 254, -150
19#-180, 99, -150
19#390, -215, -150
19#280, -76, -150
19#180, 99, -150

20#360, 75, -150
20#-400, -235, -150
20#-20, -235, -150
20#170, -235, -150
20#-210, -235, -150
20#360, 230, -150
20#360, -235, -150
20#360, -80, -150

21#-167, -235, -150
21#213, -235, -150
21#403, -235, -150
21#23, -235, -150
21#-360, -235, -150
21#-360, -80, -150
21#-360, 230, -150
21#-360, 75, -150
