0#-100, 75, -400
0#-100, -75, -400
0#100, 75, -400
0#100, -75, -400

1#-200, 75, -350
1#0, 75, -350
1#200, 75, -350
1#-200, -75, -350
1#0, -75, -350
1#200, -75, -350

2#-100, 130, -350
2#100, 130, -350
2#-100, 0, -350
2#100, 0, -350
2#-100, -130, -350
2#100, -130, -350

3#0, 130, -300
3#-100, 0, -300
3#100, 0, -300
3#-200, -133, -300
3#0, -133, -300
3#200, -133, -300

4#100, 0, -300
4#-100, 0, -300
4#0, -125, -300
4#0, 127, -300
4#200, 127, -300
4#-200, 127, -300

5#-125, 0, -400
5#0, -100, -400
5#0, 100, -400
5#125, 0, -400

6#-200, 179, -350
6#0, 75, -350
6#200, -11, -350
6#-200, 29, -350
6#0, -75, -350
6#200, -161, -350

7#30, 130, -350
7#230, 130, -350
7#-100, 0, -350
7#100, 0, -350
7#-238, -130, -350
7#-38, -130, -350

8#-200, 130, -300
8#-200, 0, -300
8#0, 0, -300
8#-200, -133, -300
8#0, 130, -300
8#200, 130, -300

9#200, 0, -300
9#0, -130, -300
9#200, 130, -300
9#-200, -130, -300
9#200, -130, -300
9#0, 0, -300

10#-170, 140, -300
10#0, 140, -300
10#170, 140, -300
10#-170, 0, -300
10#0, 0, -300
10#170, 0, -300
10#-170, -140, -300
10#0, -140, -300
10#170, -140, -300

11#-100, 130, -300
11#100, 130, -300
11#-200, 0, -300
11#0, 0, -300
11#200, 0, -300
11#100, -130, -300
11#-100, -130, -300

12#0, 240, -150
12#0, 120, -150
12#0, 0, -150
12#0, -120, -150
12#0, -240, -150
12#160, 240, -150
12#-160, 240, -150
12#300, 240, -150
12#-300, 240, -150

13#0, 190, -200
13#-150, 70, -200
13#150, 70, -200
13#320, -60, -200
13#120, -60, -200
13#-120, -60, -200
13#-320, -60, -200
13#-210, -190, -200
13#210, -190, -200

14#-120, 100, -100
14#-250, 225, -100
14#120, 100, -100
14#-250, -225, -100
14#0, 0, -100
14#250, 225, -100
14#-120, -100, -100
14#250, -225, -100
14#120, -100, -100

15#-230, 0, -300
15#-125, 100, -300
15#125, 100, -300
15#-125, -100, -300
15#0, 200, -300
15#0, 0, -300
15#0, -200, -300
15#230, 0, -300
15#125, -100, -300


16#0, 260, -300
16#0, 130, -300
16#0, 0, -300
16#0, -130, -300
16#0, -260, -300
16#200, 0, -300
16#-200, 0, -300

17#-320, -250, -150
17#-320, -125, -150
17#-107, -125, -150
17#-107, 0, -150
17#106, 0, -150
17#106, 125, -150
17#320, 125, -150
17#320, 250, -150


18#-150, 208, -200
18#150, 208, -200
18#320, -25, -200
18#100, -25, -200
18#-100, -25, -200
18#-320, -25, -200
18#-210, -214, -200
18#210, -214, -200
18#0, 101, -200


19#-120, 159, -100
19#-250, 284, -100
19#120, 159, -100
19#250, 284, -100
19#0, 60, -100
19#0, -60, -100
19#0, -180, -100
19#0, -300, -100

20#-225, 180, -250
20#-75, 180, -250
20#75, 180, -250
20#225, 180, -250
20#-225, 60, -250
20#-75, 60, -250
20#75, 60, -250
20#225, 60, -250
20#-225, -60, -250
20#-75, -60, -250
20#75, -60, -250
20#225, -60, -250
20#-225, -180, -250
20#-75, -180, -250
20#75, -180, -250
20#225, -180, -250

21#-225, 180, -250
21#-75, 180, -250
21#75, 180, -250
21#225, 180, -250
21#-225, 60, -250
21#225, 60, -250
21#-225, -60, -250
21#225, -60, -250
21#-225, -180, -250
21#-75, -180, -250
21#75, -180, -250
21#225, -180, -250

22#-75, 180, -250
22#75, 180, -250
22#-225, 60, -250
22#-75, 60, -250
22#75, 60, -250
22#225, 60, -250
22#-225, -60, -250
22#-75, -60, -250
22#75, -60, -250
22#225, -60, -250
22#-75, -180, -250
22#75, -180, -250

23#-120, 100, -100
23#-250, 225, -100
23#120, 100, -100
23#-250, -225, -100
23#0, 0, -100
23#250, 225, -100
23#-120, -100, -100
23#250, -225, -100
23#120, -100, -100
23#250, 0, -100
23#-250, 0, -100
23#0, -225, -100
23#0, 225, -100

24#-120, 225, -100
24#120, 225, -100
24#-250, 100, -100
24#0, 100, -100
24#250, 100, -100
24#-120, 0, -100
24#120, 0, -100
24#-250, -100, -100
24#0, -100, -100
24#250, -100, -100
24#-120, -225, -100
24#120, -225, -100

25#0, 280, 30
25#0, -280, 30
25#120, 185, 30
25#-230, 85, 30
25#-334, 0, 30
25#348, 0, 30
25#230, 85, 30
25#0, -102, 30
25#2, 85, 30
25#-107, 0, 30
25#98, 0, 30
25#-230, -102, 30
25#-120, -185, 30
25#120, -185, 30
25#230, -102, 30
25#-120, 185, 30


26#-300, 230, -250
26#-120, 230, -250
26#60, 230, -250
26#-300, 95, -250
26#230, -100, -250
26#410, 20, -250
26#410, -100, -250
26#-120, 95, -250
26#50, -230, -250
26#230, -230, -250
26#410, -230, -250
26#-300, -35, -250


27#-360, 100, -250
27#-180, 100, -250
27#0, 100, -250
27#180, 100, -250
27#360, 100, -250
27#-360, -100, -250
27#-180, -100, -250
27#0, -100, -250
27#180, -100, -250
27#360, -100, -250
27#0, 240, -250
27#0, -240, -250


28#-225, -90.7, -100
28#-100, 80, -100
28#-225, 250, -100
28#-350, 80, -100
28#100, 80, -100
28#225, 250, -100
28#350, 80, -100
28#225, -90.7, -100
28#350, -244, -100
28#100, -244, -100
28#-350, -244, -100
28#-100, -244, -100


29#-230, 225, 100
29#-185, 0, 100
29#-80, -100, 100
29#-230, -225, 100
29#-80, 100, 100
29#-395, 290, 100
29#-395, -290, 100
29#395, -290, 100
29#395, 290, 100
29#80, 100, 100
29#230, -225, 100
29#80, -100, 100
29#185, 0, 100
29#230, 225, 100

30#-300, 240, -100
30#-150, 240, -100
30#0, 240, -100
30#150, 240, -100
30#300, 240, -100
30#-300, 120, -100
30#-150, 120, -100
30#0, 120, -100
30#150, 120, -100
30#300, 120, -100
30#-300, 0, -100
30#-150, 0, -100
30#0, 0, -100
30#150, 0, -100
30#300, 0, -100
30#-300, -120, -100
30#-150, -120, -100
30#0, -120, -100
30#150, -120, -100
30#300, -120, -100
30#300, -240, -100
30#-150, -240, -100
30#0, -240, -100
30#150, -240, -100
30#-300, -240, -100

31#-300, 240, -100
31#-150, 240, -100
31#0, 240, -100
31#150, 240, -100
31#300, 240, -100
31#-150, 120, -100
31#150, 120, -100
31#0, 0, -100
31#-150, -120, -100
31#0, -120, -100
31#150, -120, -100
31#300, -240, -100
31#-150, -240, -100
31#0, -240, -100
31#150, -240, -100
31#-300, -240, -100
31#0, 120, -100

32#0, 240, -100
32#-75, 120, -100
32#75, 120, -100
32#-149.9, 0, -100
32#-227, -120, -100
32#223, -120, -100
32#340, -240, -100
32#-170, -240, -100
32#0, -240, -100
32#-340, -240, -100
32#73, -120, -100
32#170, -240, -100
32#-77, -120, -100
32#150.1, 0, -100
32#0, 0, -100

33#0, 240, -100
33#300, 240, -100
33#0, 120, -100
33#-170, 0, -100
33#0, -120, -100
33#300, -240, -100
33#-300, -240, -100
33#-300, 240, -100
33#0, -240, -100
33#-340, 0, -100
33#0, 0, -100
33#340, 0, -100
33#170, 0, -100

34#0, 240, -100
34#0, 120, -100
34#-370, 0, -100
34#-170, 0, -100
34#0, 0, -100
34#-300, -120, -100
34#0, -120, -100
34#300, -120, -100
34#150, -240, -100
34#-150, 240, -100
34#-150, -240, -100
34#150, 240, -100
34#-300, 120, -100
34#0, -240, -100
34#170, 0, -100
34#370, 0, -100
34#300, 120, -100

35#-300, 0, 80
35#-150, 240, 80
35#0, 340, 80
35#150, 240, 80
35#300, 0, 80
35#-300, 120, 80
35#-150, 120, 80
35#0, 120, 80
35#150, 120, 80
35#300, 120, 80
35#-150, 0, 80
35#0, 0, 80
35#150, 0, 80
35#450, 0, 80
35#-300, -120, 80
35#-150, -120, 80
35#0, -120, 80
35#150, -120, 80
35#300, -120, 80
35#-150, -240, 80
35#0, -340, 80
35#150, -240, 80
35#-450, 0, 80
35#0, 240, 80
35#0, -240, 80


36#0, -70, -100
36#-150, -190, -100
36#0, -190, -100
36#150, -190, -100
36#300, -310, -100
36#-150, -310, -100
36#0, -310, -100
36#150, -310, -100
36#-300, -310, -100
36#200, 26, -100
36#0, 26, -100
36#-200, 26, -100
36#0, 281.6, -100
36#100, 157, -100
36#-100, 157, -100


37#-150, -198, 80
37#-227, -318, 80
37#223, -318, 80
37#73, -318, 80
37#-77, -318, 80
37#150, -198, 80
37#0, -198, 80
37#150, -198, 80
37#-150, -198, 80
37#0, -75, 80
37#0, 96, 80
37#-150, -27, 80
37#150, -27, 80
37#300, 96, 80
37#-300, 96, 80
37#-390, 260, 80
37#390, 260, 80
37#200, 260, 80
37#0, 260, 80
37#-200, 260, 80


38#-143, 0, 80
38#27, -210, 80
38#-313, 0, 80
38#27, -90, 80
38#27, -330, 80
38#-473, 0, 80
38#27, 91, 80
38#27, 331, 80
38#27, 211, 80
38#197, 0, 80
38#367, 0, 80
38#527, 0, 80


39#29, 240, 80
39#29, 120, 80
39#-401, 0, 80
39#-141, 0, 80
39#29, 0, 80
39#-271, -120, 80
39#29, -120, 80
39#329, -120, 80
39#459, -240, 80
39#459, 240, 80
39#-271, 120, 80
39#29, -240, 80
39#199, 0, 80
39#459, 0, 80
39#329, 120, 80
39#-401, 240, 80
39#-401, -240, 80

40#-387, 275, -50
40#-232, 275, -50
40#-77, 275, -50
40#77, 275, -50
40#232, 275, -50
40#387, 275, -50
40#-387, 165, -50
40#-232, 165, -50
40#-77, 165, -50
40#77, 165, -50
40#232, 165, -50
40#387, 165, -50
40#-387, 55, -50
40#-232, 55, -50
40#-77, 55, -50
40#77, 55, -50
40#232, 55, -50
40#387, 55, -50
40#-387, -55, -50
40#-232, -55, -50
40#-77, -55, -50
40#77, -55, -50
40#232, -55, -50
40#387, -55, -50
40#-387, -165, -50
40#-232, -165, -50
40#-77, -165, -50
40#77, -165, -50
40#232, -165, -50
40#387, -165, -50
40#-387, -275, -50
40#-232, -275, -50
40#-77, -275, -50
40#77, -275, -50
40#232, -275, -50
40#387, -275, -50

41#-387, 275, -50
41#77, 275, -50
41#387, 275, -50
41#-387, 165, -50
41#-232, 165, -50
41#77, 165, -50
41#232, 165, -50
41#-77, 55, -50
41#77, 55, -50
41#232, 55, -50
41#387, 55, -50
41#-387, -55, -50
41#-232, -55, -50
41#-77, -55, -50
41#77, -55, -50
41#-232, -165, -50
41#-77, -165, -50
41#387, -165, -50
41#-387, -275, -50
41#-77, -275, -50
41#232, -275, -50
41#387, -275, -50
41#232, -165, -50
41#-232, 275, -50

42#-232, 275, -50
42#-77, 275, -50
42#77, 275, -50
42#232, 275, -50
42#-387, 165, -50
42#387, 165, -50
42#-387, 55, -50
42#-120, 55, -50
42#120, 55, -50
42#387, 55, -50
42#-387, -55, -50
42#-120, -90, -50
42#387, -55, -50
42#387, -165, -50
42#-387, -275, -50
42#-77, -275, -50
42#77, -275, -50
42#232, -275, -50
42#387, -275, -50
42#-387, -165, -50
42#-387, 275, -50
42#-232, -275, -50
42#387, 275, -50
42#120, -90, -50


43#-77, 275, -50
43#77, 275, -50
43#-77, 165, -50
43#77, 165, -50
43#-387, 55, -50
43#77, 55, -50
43#232, 55, -50
43#387, 55, -50
43#-387, -55, -50
43#-232, -55, -50
43#-77, -55, -50
43#77, -55, -50
43#232, -55, -50
43#387, -55, -50
43#-77, -165, -50
43#77, -165, -50
43#-77, -275, -50
43#77, -275, -50
43#-232, 55, -50
43#-77, 55, -50

44#-310, 110, -50
44#-155, 110, -50
44#0, 110, -50
44#155, 110, -50
44#310, 110, -50
44#-232, 0, -50
44#77, 0, -50
44#232, 0, -50
44#-440, 0, -50
44#440, 0, -50
44#-77, 0, -50
44#310, -110, -50
44#155, -110, -50
44#0, -110, -50
44#-155, -110, -50
44#-310, -110, -50
44#-230, -210, -50
44#-77, -210, -50
44#77, -210, -50
44#232, -210, -50
44#232, 210, -50
44#77, 210, -50
44#-77, 210, -50
44#-230, 210, -50
44#0, -300, -50
44#0, 300, -50

45#53, 80, 77
45#53, -80, 77
45#153, 0, 77
45#-47, 0, 77
45#-47, -263, 77
45#153, -263, 77
45#53, -343, 77
45#53, -183, 77
45#-47, 252, 77
45#153, 252, 77
45#53, 172, 77
45#53, 332, 77
45#339, 0, 77
45#539, 0, 77
45#439, -80, 77
45#439, 80, 77
45#-435, 0, 77
45#-235, 0, 77
45#-335, -80, 77
45#-335, 80, 77
45#223, 120, 77
45#549, 180, 77
45#493, 332, 77
45#353, 240, 77
45#-247, 240, 77
45#-387, 332, 77
45#-450, 180, 77
45#-117, 120, 77
45#353, -240, 77
45#493, -332, 77
45#499, -180, 77
45#223, -120, 77
45#-247, -240, 77
45#-387, -332, 77
45#-385, -180, 77
45#-117, -120, 77


46#0, 86, 0
46#-150, 0, 0
46#150, 0, 0
46#-75, -115, 0
46#75, -115, 0
46#0, 200, 0
46#-120, 300, 0
46#120, 300, 0
46#320, 0, 0
46#460, 100, 0
46#460, -100, 0
46#-460, -100, 0
46#-460, 100, 0
46#-320, 0, 0
46#-175, -210, 0
46#-370, -230, 0
46#-260, -340, 0
46#260, -340, 0
46#370, -230, 0
46#175, -210, 0


47#118, 305, 80
47#470, 148, 80
47#541, 55, 80
47#374, 231, 80
47#249, 275, 80
47#249, -275, 80
47#374, -231, 80
47#541, -55, 80
47#470, -148, 80
47#118, -305, 80
47#-36, -305, 80
47#-388, -148, 80
47#-459, -55, 80
47#-292, -231, 80
47#-167, -275, 80
47#-167, 275, 80
47#-292, 231, 80
47#-459, 55, 80
47#-388, 148, 80
47#-36, 305, 80
47#41, 147, 80
47#41, 36, 80
47#41, -75, 80
47#41, -187, 80
47#41, -187, 80
47#-127, 65, 80
47#209, 65, 80


48#0, 300, -50
48#0, 180, -50
48#0, 60, -50
48#0, -60, -50
48#0, -180, -50
48#0, -300, -50
48#-170, -180, -50
48#-170, -60, -50
48#-340, -300, -50
48#-340, -180, -50
48#-340, -60, -50
48#170, 60, -50
48#170, 180, -50
48#340, 60, -50
48#340, 180, -50
48#340, 300, -50

49#35, 300, -50
49#35, 180, -50
49#35, 60, -50
49#35, -60, -50
49#35, -180, -50
49#35, -300, -50
49#185, 0, -50
49#-115, 0, -50
49#-265, 0, -50
49#335, 0, -50
49#380, 119, -50
49#468, 238, -50
49#468, -238, -50
49#380, -119, -50
49#-310, -119, -50
49#-398, -238, -50
49#-398, 238, -50
49#-310, 119, -50
